Sep 12 13:14:39 <host> systemd[1]: Started freetoken-bench2.service - FreeToken — nvidia/Qwen3.8-Flash-Next-NVFP4 (128k max-decode).
Sep 12 13:14:41 <host> bash[217641]: [2026-09-12|13:14:41] INFO     Parsed arguments:
Sep 12 13:27:37 <host> bash[217704]: [2026-09-12|13:27:37|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 7972, #cached-token: 0, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 69851.03
Sep 12 13:27:38 <host> bash[217704]: [2026-09-12|13:27:38|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 130944, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 0.15, #queue-req: 0
Sep 12 13:27:39 <host> bash[217704]: [2026-09-12|13:27:39|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 130944, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 58.10, #queue-req: 0
Sep 12 13:27:40 <host> bash[217704]: [2026-09-12|13:27:40|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 131008, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 61.14, #queue-req: 0
Sep 12 13:27:40 <host> bash[217641]: INFO:     127.0.0.1:55768 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 13:27:40 <host> bash[217704]: [2026-09-12|13:27:40|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 13:27:45 <host> bash[217704]: [2026-09-12|13:27:45|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 1118.15
Sep 12 13:27:47 <host> bash[217704]: [2026-09-12|13:27:47|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.19, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3390.26
Sep 12 13:27:50 <host> bash[217704]: [2026-09-12|13:27:50|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.25, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3375.48
Sep 12 13:27:52 <host> bash[217704]: [2026-09-12|13:27:52|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.31, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3375.76
Sep 12 13:27:54 <host> bash[217704]: [2026-09-12|13:27:54|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.38, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3352.58
Sep 12 13:27:57 <host> bash[217704]: [2026-09-12|13:27:57|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.44, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3322.35
Sep 12 13:27:59 <host> bash[217704]: [2026-09-12|13:27:59|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.50, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3311.22
Sep 12 13:28:02 <host> bash[217704]: [2026-09-12|13:28:02|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.56, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3300.76
Sep 12 13:28:04 <host> bash[217704]: [2026-09-12|13:28:04|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.62, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3288.76
Sep 12 13:28:07 <host> bash[217704]: [2026-09-12|13:28:07|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.69, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3280.18
Sep 12 13:28:09 <host> bash[217704]: [2026-09-12|13:28:09|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.75, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3262.97
Sep 12 13:28:12 <host> bash[217704]: [2026-09-12|13:28:12|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.81, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3254.39
Sep 12 13:28:14 <host> bash[217704]: [2026-09-12|13:28:14|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.88, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3231.75
Sep 12 13:28:17 <host> bash[217704]: [2026-09-12|13:28:17|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.94, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3208.41
Sep 12 13:28:19 <host> bash[217704]: [2026-09-12|13:28:19|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 1.00, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 3273.33
Sep 12 13:28:20 <host> bash[217704]: [2026-09-12|13:28:20|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 7972, #cached-token: 0, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 69518.01
Sep 12 13:28:20 <host> bash[217704]: [2026-09-12|13:28:20|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 130944, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 0.99, #queue-req: 0
Sep 12 13:28:21 <host> bash[217704]: [2026-09-12|13:28:21|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 130944, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 63.23, #queue-req: 0
Sep 12 13:28:21 <host> bash[217704]: [2026-09-12|13:28:21|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 131008, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 60.45, #queue-req: 0
Sep 12 13:28:22 <host> bash[217641]: INFO:     127.0.0.1:55768 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 13:28:22 <host> bash[217704]: [2026-09-12|13:28:22|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 13:28:27 <host> bash[217704]: [2026-09-12|13:28:27|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 1163.73
Sep 12 13:28:29 <host> bash[217704]: [2026-09-12|13:28:29|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.19, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3395.34
Sep 12 13:28:31 <host> bash[217704]: [2026-09-12|13:28:31|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.25, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3359.40
Sep 12 13:28:34 <host> bash[217704]: [2026-09-12|13:28:34|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.31, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3347.33
Sep 12 13:28:36 <host> bash[217704]: [2026-09-12|13:28:36|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.38, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3341.38
Sep 12 13:28:39 <host> bash[217704]: [2026-09-12|13:28:39|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.44, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3326.83
Sep 12 13:28:41 <host> bash[217704]: [2026-09-12|13:28:41|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.50, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3328.98
Sep 12 13:28:44 <host> bash[217704]: [2026-09-12|13:28:44|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.56, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3316.49
Sep 12 13:28:46 <host> bash[217704]: [2026-09-12|13:28:46|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.62, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3284.45
Sep 12 13:28:49 <host> bash[217704]: [2026-09-12|13:28:49|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.69, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3288.31
Sep 12 13:28:51 <host> bash[217704]: [2026-09-12|13:28:51|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.75, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3256.10
Sep 12 13:28:54 <host> bash[217704]: [2026-09-12|13:28:54|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.81, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3253.36
Sep 12 13:28:56 <host> bash[217704]: [2026-09-12|13:28:56|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.88, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3239.15
Sep 12 13:28:59 <host> bash[217704]: [2026-09-12|13:28:59|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.94, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3223.13
Sep 12 13:29:01 <host> bash[217704]: [2026-09-12|13:29:01|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 1.00, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 3295.79
Sep 12 13:29:01 <host> bash[217704]: [2026-09-12|13:29:01|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 7973, #cached-token: 0, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 75105.56
Sep 12 13:29:02 <host> bash[217704]: [2026-09-12|13:29:02|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 130880, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 0.99, #queue-req: 0
Sep 12 13:29:03 <host> bash[217704]: [2026-09-12|13:29:03|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 130944, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 55.61, #queue-req: 0
Sep 12 13:29:03 <host> bash[217704]: [2026-09-12|13:29:03|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 131008, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 71.95, #queue-req: 0
Sep 12 13:29:04 <host> bash[217641]: INFO:     127.0.0.1:55768 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 13:29:04 <host> bash[217704]: [2026-09-12|13:29:04|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 13:29:09 <host> bash[217704]: [2026-09-12|13:29:09|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 1137.82
Sep 12 13:29:11 <host> bash[217704]: [2026-09-12|13:29:11|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.19, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3403.06
Sep 12 13:29:14 <host> bash[217704]: [2026-09-12|13:29:14|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.25, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3379.39
Sep 12 13:29:16 <host> bash[217704]: [2026-09-12|13:29:16|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.31, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3369.59
Sep 12 13:29:18 <host> bash[217704]: [2026-09-12|13:29:18|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.38, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3329.55
Sep 12 13:29:21 <host> bash[217704]: [2026-09-12|13:29:21|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.44, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3323.17
Sep 12 13:29:23 <host> bash[217704]: [2026-09-12|13:29:23|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.50, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3304.08
Sep 12 13:29:26 <host> bash[217704]: [2026-09-12|13:29:26|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.56, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3312.75
Sep 12 13:29:28 <host> bash[217704]: [2026-09-12|13:29:28|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.62, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3284.87
Sep 12 13:29:31 <host> bash[217704]: [2026-09-12|13:29:31|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.69, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3280.16
Sep 12 13:29:33 <host> bash[217704]: [2026-09-12|13:29:33|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.75, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3252.62
Sep 12 13:29:36 <host> bash[217704]: [2026-09-12|13:29:36|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.81, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3247.89
Sep 12 13:29:38 <host> bash[217704]: [2026-09-12|13:29:38|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.88, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3245.97
Sep 12 13:29:41 <host> bash[217704]: [2026-09-12|13:29:41|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.94, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3221.33
Sep 12 13:29:43 <host> bash[217704]: [2026-09-12|13:29:43|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 1.00, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 3279.03
Sep 12 13:29:44 <host> bash[217704]: [2026-09-12|13:29:44|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 7972, #cached-token: 0, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 75315.92
Sep 12 13:29:44 <host> bash[217704]: [2026-09-12|13:29:44|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 130880, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 0.99, #queue-req: 0
Sep 12 13:29:44 <host> bash[217704]: [2026-09-12|13:29:44|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 130944, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 70.18, #queue-req: 0
Sep 12 13:29:45 <host> bash[217704]: [2026-09-12|13:29:45|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 131008, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 67.95, #queue-req: 0
Sep 12 13:29:45 <host> bash[217704]: [2026-09-12|13:29:45|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
