Sep 12 12:32:59 <host> bash[189239]: ServerArgs(model_path='/home/user/models/qwen/Qwen3.8-Flash-Next-NVFP4', tp_info=DistributedInfo(rank=0, size=1), dtype=torch.bfloat16, max_running_req=1, attention_backend='qsa_sparse', moe_strategy='offload', quant_backend='moe.nvfp4=triton', ple_backend='disk', expert_load='auto', moe_cache_size=0, moe_cache_rate=None, moe_cache_auto=True, kv_reserve_tokens=131072, moe_cache_policy='lru', moe_prefill_overlap=True, moe_prefill_hit_d2d=False, moe_collect_stats=False, moe_cpu_threads=0, moe_cpu_layers=None, moe_hybrid_max_fetch=-1, cuda_graph_bs=None, cuda_graph_max_bs=1, page_size=1, memory_ratio=0.92, linear_state_cache_ratio=2.0, swa_full_tokens_ratio=0.2, swa_num_pages_override=None, distributed_timeout=60.0, use_dummy_weight=False, use_pynccl=True, max_seq_len_override=131072, num_page_override=None, num_token_override=131072, max_extend_tokens=8192, cache_type='radix', offline_mode=False, decode_log_interval=40, special_token_ckpt=False, _unique_suffix='.pid=189239', server_host='0.0.0.0', server_port=8000, num_tokenizer=0, silent_output=False, shell_mode=False, served_model_name='Qwen3.8-Flash-Next-NVFP4', tool_call_parser='qwen3_coder', reasoning_parser='qwen3', sampling_defaults='model', max_output_tokens=None, enable_cache_report=False, cors_origins='tauri://localhost,http://tauri.localhost,http://localhost:1420', gpu=('0',), gpu_assigned=None)
Sep 12 12:32:59 <host> bash[189239]: [2026-09-12|12:32:59|initializer] INFO     --gpu 0 -> GPU-<redacted>
Sep 12 12:45:40 <host> bash[189239]: INFO:     127.0.0.1:35534 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:45:40 <host> bash[189302]: [2026-09-12|12:45:40|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:45:45 <host> bash[189302]: [2026-09-12|12:45:45|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 1222.83
Sep 12 12:45:47 <host> bash[189302]: [2026-09-12|12:45:47|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.15, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 5034.98
Sep 12 12:45:47 <host> bash[189302]: [2026-09-12|12:45:47|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 3668, #cached-token: 0, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 65297.29
Sep 12 12:45:47 <host> bash[189302]: [2026-09-12|12:45:47|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20096, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 5.60, #queue-req: 0
Sep 12 12:45:48 <host> bash[189302]: [2026-09-12|12:45:48|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20160, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 71.66, #queue-req: 0
Sep 12 12:45:49 <host> bash[189302]: [2026-09-12|12:45:49|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20224, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 65.61, #queue-req: 0
Sep 12 12:45:49 <host> bash[189239]: INFO:     127.0.0.1:35534 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:45:49 <host> bash[189302]: [2026-09-12|12:45:49|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 12:45:54 <host> bash[189302]: [2026-09-12|12:45:54|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 1204.03
Sep 12 12:45:55 <host> bash[189302]: [2026-09-12|12:45:55|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.15, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 5045.43
Sep 12 12:45:55 <host> bash[189302]: [2026-09-12|12:45:55|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 3668, #cached-token: 0, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 65423.90
Sep 12 12:45:56 <host> bash[189302]: [2026-09-12|12:45:56|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20096, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 5.51, #queue-req: 0
Sep 12 12:45:57 <host> bash[189302]: [2026-09-12|12:45:57|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20160, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 61.06, #queue-req: 0
Sep 12 12:45:57 <host> bash[189302]: [2026-09-12|12:45:57|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 20224, token usage: 0.15, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 71.72, #queue-req: 0
Sep 12 12:45:57 <host> bash[189239]: INFO:     127.0.0.1:35534 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 12:45:57 <host> bash[189302]: [2026-09-12|12:45:57|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
