Sep 12 15:22:10 <host> systemd[1]: Started freetoken-bench.service - FreeToken — nvidia/Qwen3.8-Flash-Next-NVFP4 (128k max-decode).
Sep 12 15:22:12 <host> ft[311364]: [2026-09-12|15:22:12] INFO     Parsed arguments:
Sep 12 15:24:58 <host> ft[311413]: [2026-09-12|15:24:58|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.47, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3409.48
Sep 12 15:25:01 <host> ft[311413]: [2026-09-12|15:25:01|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.50, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3395.02
Sep 12 15:25:03 <host> ft[311413]: [2026-09-12|15:25:03|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.53, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3375.40
Sep 12 15:25:06 <host> ft[311413]: [2026-09-12|15:25:06|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.56, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3364.53
Sep 12 15:25:08 <host> ft[311413]: [2026-09-12|15:25:08|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.59, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3352.51
Sep 12 15:25:11 <host> ft[311413]: [2026-09-12|15:25:11|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.62, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3333.03
Sep 12 15:25:13 <host> ft[311413]: [2026-09-12|15:25:13|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.66, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3319.62
Sep 12 15:25:16 <host> ft[311413]: [2026-09-12|15:25:16|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.69, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3307.57
Sep 12 15:25:18 <host> ft[311413]: [2026-09-12|15:25:18|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.72, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3290.47
Sep 12 15:25:21 <host> ft[311413]: [2026-09-12|15:25:21|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.75, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3277.80
Sep 12 15:25:23 <host> ft[311413]: [2026-09-12|15:25:23|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.78, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3265.18
Sep 12 15:25:26 <host> ft[311413]: [2026-09-12|15:25:26|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.81, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3249.02
Sep 12 15:25:28 <host> ft[311413]: [2026-09-12|15:25:28|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.84, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3235.66
Sep 12 15:25:31 <host> ft[311413]: [2026-09-12|15:25:31|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.88, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3225.26
Sep 12 15:25:33 <host> ft[311413]: [2026-09-12|15:25:33|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.91, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3211.27
Sep 12 15:25:36 <host> ft[311413]: [2026-09-12|15:25:36|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.94, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3199.35
Sep 12 15:25:38 <host> ft[311413]: [2026-09-12|15:25:38|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.97, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3187.01
Sep 12 15:25:41 <host> ft[311413]: [2026-09-12|15:25:41|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 1.00, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 2737.17
Sep 12 15:25:41 <host> ft[311413]: [2026-09-12|15:25:41|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 7900, #cached-token: 0, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 60253.07
Sep 12 15:25:42 <host> ft[311413]: [2026-09-12|15:25:42|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 261952, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 0.41, #queue-req: 0
Sep 12 15:25:43 <host> ft[311413]: [2026-09-12|15:25:43|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 261952, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 57.27, #queue-req: 0
Sep 12 15:25:44 <host> ft[311413]: [2026-09-12|15:25:44|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 262016, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 55.96, #queue-req: 0
Sep 12 15:25:44 <host> ft[311413]: [2026-09-12|15:25:44|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 15:25:44 <host> ft[311364]: INFO:     127.0.0.1:48596 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 15:25:49 <host> ft[311413]: [2026-09-12|15:25:49|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.06, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 1120.71
Sep 12 15:25:51 <host> ft[311413]: [2026-09-12|15:25:51|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.09, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3574.55
Sep 12 15:25:53 <host> ft[311413]: [2026-09-12|15:25:53|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3567.99
Sep 12 15:25:56 <host> ft[311413]: [2026-09-12|15:25:56|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.16, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3551.86
Sep 12 15:25:58 <host> ft[311413]: [2026-09-12|15:25:58|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.19, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3537.36
Sep 12 15:26:00 <host> ft[311413]: [2026-09-12|15:26:00|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.22, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3522.07
Sep 12 15:26:03 <host> ft[311413]: [2026-09-12|15:26:03|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.25, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3506.82
Sep 12 15:26:05 <host> ft[311413]: [2026-09-12|15:26:05|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.28, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3492.15
Sep 12 15:26:07 <host> ft[311413]: [2026-09-12|15:26:07|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.31, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3478.87
Sep 12 15:26:10 <host> ft[311413]: [2026-09-12|15:26:10|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.34, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3461.18
Sep 12 15:26:12 <host> ft[311413]: [2026-09-12|15:26:12|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.38, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3447.71
Sep 12 15:26:14 <host> ft[311413]: [2026-09-12|15:26:14|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.41, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3433.43
Sep 12 15:26:17 <host> ft[311413]: [2026-09-12|15:26:17|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.44, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3416.87
Sep 12 15:26:19 <host> ft[311413]: [2026-09-12|15:26:19|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.47, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3404.28
Sep 12 15:26:22 <host> ft[311413]: [2026-09-12|15:26:22|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.50, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3392.28
Sep 12 15:26:24 <host> ft[311413]: [2026-09-12|15:26:24|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.53, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3371.77
Sep 12 15:26:27 <host> ft[311413]: [2026-09-12|15:26:27|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.56, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3355.26
Sep 12 15:26:29 <host> ft[311413]: [2026-09-12|15:26:29|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.59, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3337.72
Sep 12 15:26:31 <host> ft[311413]: [2026-09-12|15:26:31|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.62, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3327.23
Sep 12 15:26:34 <host> ft[311413]: [2026-09-12|15:26:34|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.66, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3312.21
Sep 12 15:26:36 <host> ft[311413]: [2026-09-12|15:26:36|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.69, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3298.05
Sep 12 15:26:39 <host> ft[311413]: [2026-09-12|15:26:39|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.72, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3285.27
Sep 12 15:26:41 <host> ft[311413]: [2026-09-12|15:26:41|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.75, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3273.84
Sep 12 15:26:44 <host> ft[311413]: [2026-09-12|15:26:44|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.78, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3261.08
Sep 12 15:26:46 <host> ft[311413]: [2026-09-12|15:26:46|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.81, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3246.80
Sep 12 15:26:49 <host> ft[311413]: [2026-09-12|15:26:49|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.84, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3236.96
Sep 12 15:26:52 <host> ft[311413]: [2026-09-12|15:26:52|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.88, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3223.51
Sep 12 15:26:54 <host> ft[311413]: [2026-09-12|15:26:54|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.91, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3208.87
Sep 12 15:26:57 <host> ft[311413]: [2026-09-12|15:26:57|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.94, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3200.87
Sep 12 15:26:59 <host> ft[311413]: [2026-09-12|15:26:59|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.97, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3182.36
Sep 12 15:27:02 <host> ft[311413]: [2026-09-12|15:27:02|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 1.00, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 1, #queue-req: 0, input throughput (token/s): 3274.10
Sep 12 15:27:02 <host> ft[311413]: [2026-09-12|15:27:02|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 7901, #cached-token: 0, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, #running-req: 1, #queue-req: 0, input throughput (token/s): 67538.26
Sep 12 15:27:03 <host> ft[311413]: [2026-09-12|15:27:03|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 261888, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 0.51, #queue-req: 0
Sep 12 15:27:03 <host> ft[311413]: [2026-09-12|15:27:03|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 261952, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 70.41, #queue-req: 0
Sep 12 15:27:04 <host> ft[311413]: [2026-09-12|15:27:04|core|rank=0] INFO     Decode batch, #running-req: 1, #token: 262016, token usage: 1.00, #mamba-slot: 4/8, mamba usage: 0.50, gen throughput (token/s): 50.53, #queue-req: 0
Sep 12 15:27:04 <host> ft[311364]: INFO:     127.0.0.1:48596 - "POST /v1/chat/completions HTTP/1.1" 200 OK
Sep 12 15:27:04 <host> ft[311413]: [2026-09-12|15:27:04|core|rank=0] INFO     Scheduler is idle, waiting for new reqs...
Sep 12 15:27:09 <host> ft[311413]: [2026-09-12|15:27:09|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.06, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 1143.83
Sep 12 15:27:11 <host> ft[311413]: [2026-09-12|15:27:11|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.09, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3587.23
Sep 12 15:27:14 <host> ft[311413]: [2026-09-12|15:27:14|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.12, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3571.46
Sep 12 15:27:16 <host> ft[311413]: [2026-09-12|15:27:16|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.16, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3550.20
Sep 12 15:27:18 <host> ft[311413]: [2026-09-12|15:27:18|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.19, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3535.32
Sep 12 15:27:21 <host> ft[311413]: [2026-09-12|15:27:21|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.22, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3522.83
Sep 12 15:27:23 <host> ft[311413]: [2026-09-12|15:27:23|core|rank=0] INFO     Prefill batch, #new-seq: 1, #new-token: 8192, #cached-token: 0, token usage: 0.25, #mamba-slot: 3/8, mamba usage: 0.38, #running-req: 0, #queue-req: 1, input throughput (token/s): 3505.78
